Link,Id,User name,time,Tweet,Likes,Replies,Retweets
https://mobile.twitter.com/imVkohli/status/1365891291465220097,1365891291465220097,@imVkohli,2021-02-28T05:07:15.000Z,Virat Kohli @imVkohli · Feb 27  2021 The beginning of all great things for Team  @one8world   Super stoked to announce that my lifestyle brand  will be represented in the world's fastest growing and most sustainable sport  the FIA Formula E World Championship. Let us join together and cheer for #TeamIndia  761 2 601 42.9K, 42910 likes,761 replies, 2601 Retweets
https://mobile.twitter.com/imVkohli/status/1364958975658237956,1364958975658237956,@imVkohli,2021-02-25T15:22:34.000Z,Virat Kohli @imVkohli · Feb 25  2021 An absolute outstanding team effort.  Brilliant on the field. Way to go boys  3 430 15.1K 225.6K, 225662 likes,3430 replies, 15172 Retweets
https://mobile.twitter.com/imVkohli/status/1364184631688372224,1364184631688372224,@imVkohli,2021-02-23T12:05:36.000Z,Virat Kohli @imVkohli · Feb 23  2021 Motera Stadium  #TeamIndia 2 112 7 781 154.7K, 154795 likes,2112 replies, 7781 Retweets
https://mobile.twitter.com/imVkohli/status/1362993169533521922,1362993169533521922,@imVkohli,2021-02-20T05:11:09.000Z,Virat Kohli @imVkohli · Feb 19  2021 If you vibe with it  get your hands on these today!Best offers await you  @ScentialsWorld  . Head to https://bit.ly/37fgnSM @one8world  #one8 #one8fragrances 725 2 406 48K, 48094 likes,725 replies, 2406 Retweets
https://mobile.twitter.com/imVkohli/status/1337216386922209282,1337216386922209282,@imVkohli,2020-12-11T02:03:25.000Z,Virat Kohli @imVkohli · Dec 10  2020 3 years and onto a lifetime together  Anushka Sharma 5 356 14.2K 375.1K, 375131 likes,5356 replies, 14217 Retweets
https://mobile.twitter.com/imVkohli/status/1336861049346084864,1336861049346084864,@imVkohli,2020-12-10T02:31:26.000Z,Virat Kohli @imVkohli · Dec 9  2020 Don’t let a hectic lifestyle get the better of you. One Wellman tablet a day = Perfect formula for your nutritional support  . I trust  @Wellmanin1  to get my share of essential nutrients that are also suitable for vegetarians. Opt for Wellman now @ https://bit.ly/3ozYYuh  678 1 808 45.2K, 45241 likes,678 replies, 1808 Retweets
https://mobile.twitter.com/imVkohli/status/1336291233837137921,1336291233837137921,@imVkohli,2020-12-08T12:47:11.000Z,Virat Kohli @imVkohli · Dec 8  2020 Tough outing but remarkable fighting spirit shown by the boys . On to the tests now . 1 911 7 419 172.1K, 172106 likes,1911 replies, 7419 Retweets
https://mobile.twitter.com/imVkohli/status/1335813794031783937,1335813794031783937,@imVkohli,2020-12-07T05:10:01.000Z,Virat Kohli @imVkohli · Dec 6  2020 It’s all about the process. Intensify your training with those quick and explosive movements  Cop the #one8 LQDCELL Method on http://in.puma.com Collection link here https://go.puma.com/one8  @one8world  @pumacricket 1 094 3 115 86.5K, 86511 likes,1094 replies, 3115 Retweets
https://mobile.twitter.com/imVkohli/status/1335560925655363584,1335560925655363584,@imVkohli,2020-12-06T12:25:12.000Z,Virat Kohli @imVkohli · Dec 6  2020 Amazing game of cricket. Well done boys  2 794 10.5K 218.7K, 218738 likes,2794 replies, 10504 Retweets
https://mobile.twitter.com/imVkohli/status/1334843679555522565,1334843679555522565,@imVkohli,2020-12-04T12:55:08.000Z,Virat Kohli @imVkohli · Dec 4  2020 On to Sydney . 2 184 7 704 200.3K, 200382 likes,2184 replies, 7704 Retweets
https://mobile.twitter.com/imVkohli/status/1334364250853150721,1334364250853150721,@imVkohli,2020-12-03T05:10:03.000Z,Virat Kohli @imVkohli · Dec 2  2020 Kick things  a notch with the #one8 Smash.  Cop the timeless trainer on http://in.puma.com  Collection link here https://go.puma.com/one8 @pumacricket  @one8world 812 2 445 66.6K, 66613 likes,812 replies, 2445 Retweets
https://mobile.twitter.com/imVkohli/status/1334117189788471297,1334117189788471297,@imVkohli,2020-12-02T12:48:19.000Z,Virat Kohli @imVkohli · Dec 2  2020 Proud of this team.  We march forward. On to the T20s  2 879 9 006 204.1K, 204169 likes,2879 replies, 9006 Retweets
https://mobile.twitter.com/imVkohli/status/1332541650359308294,1332541650359308294,@imVkohli,2020-11-28T04:27:41.000Z,Virat Kohli @imVkohli · Nov 27  2020 Haha good skills mate. Maybe we can get you in as a counter attacking batsman  @HKane Quote Tweet Harry Kane @HKane  · Nov 27  2020 Got a match winning T20 knock in me I reckon.  Any places going for @RCBTweets in the @IPL next season @imVkohli?? 1 078 3 733 84.6K, 84612 likes,1078 replies, 3733 Retweets
https://mobile.twitter.com/imVkohli/status/1332305023888363528,1332305023888363528,@imVkohli,2020-11-27T12:47:25.000Z,Virat Kohli @imVkohli · Nov 27  2020 On to the next one. 3 231 5 646 170.5K, 170575 likes,3231 replies, 5646 Retweets
https://mobile.twitter.com/imVkohli/status/1320246307542372352,1320246307542372352,@imVkohli,2020-10-25T06:10:23.000Z,Virat Kohli @imVkohli · Oct 24  2020 Happy birthday  @y_umesh . Wishing you happiness and good wishes. Have a great year ahead.  482 2 023 58.6K, 58627 likes,482 replies, 2023 Retweets
